Sentence	B	W	A	H	Abs
PHOENIX -- The situation did n't look good for Arizona 's already slim playoff hopes .	0	0	1	0	
Feierabend was lifted after that , charged with eight runs and six hits -- the eighth straight road start he 's failed to get past the fifth inning .	0	1	1	0	
Kansas City knocked around the left-hander again the next inning , loading the bases to set up Mitch Maier 's two - run single to right .	0	1	0	0	
He gave up four runs in the third on David DeJesus ' RBI single and Aviles ' first homer in 172 at-bats , a three - run shot to left .	0	1	0	0	
Feierabend has had trouble pitching on the road in his short major league career , dropping to 0 - 9 with a 9.00 ERA in 13 games away from Seattle .	0	0	1	0	
The Mariners have been shut out 11 times this season , including twice during an eight - game losing streak , and have lost 10 straight on the road after being swept in consecutive series against the Royals and Angels .	0	0	1	0	
Seattle had just five baserunners , suffering its worst shutout loss since a 12 - 0 setback at Oakland on Sept. 21 , 2003 .	0	1	1	0	
Joel Peralta worked the ninth , stranding Wladimir Balentien at first after a leadoff single .	0	1	0	0	
Greinke added four more and did n't allow a runner past second base , giving up two hits before being replaced by Jimmy Gobble in the eighth inning .	1	1	0	0	
The right-hander struck out the side in the first inning , including Raul Ibanez to end it for his 500th career punchout .	0	1	1	0	
Greinke ( 12 - 10 ) has been one of the AL 's best strikeout pitchers this season and got off to a great start .	1	0	1	0	
Still in last place in the AL Central , the Royals are enjoying this late-season run .	0	0	1	0	
Alberto Callaspo and Alex Gordon drove in two runs apiece , and Mark Teahen had two of his three hits in Kansas City 's five - run fourth inning .	1	1	0	0	
Kansas City had at least 10 hits ( 13 ) for the sixth time during a seven - game winning streak , its longest since opening the 2003 season 9 - 0 .	0	0	1	0	
It was the Royals ' first four - game sweep of anyone since taking a home series against Detroit from Sept. 19 - 21 , 2005 .	0	0	1	0	
Kansas City led 9 - 0 after four innings , roughing up Ryan Feierabend ( 1 - 4 ) en route to its first four - game sweep of the Mariners since Aug. 17 - 20 , 1989 , in Seattle .	1	1	1	0	
Zack Greinke combined with two pitchers on a three - hitter , Mike Aviles hit a three - run homer and Kansas City routed Seattle 12 - 0 on Thursday to complete its first four - game sweep of the Mariners in 19 years .	1	1	1	0	
It left the Royals feeling good about themselves , even at the end of another losing season .	0	0	1	0	
KANSAS CITY , Mo . -- Kansas City rolled through a weak part of its schedule , putting together its best run in five years .	0	0	1	0	
Notes Maholm gave up more than two earned runs for only the second time in eight starts .. .. The Pirates ( 64 - 89 ) are one loss away from a fourth consecutive season with 90 or more losses and their sixth since 2000 .. .. Los Angeles went 7 - 3 on a road trip to Colorado and Pittsburgh , following each loss with a victory .	0	0	1	0	
Los Angeles is 5 - 10 in extra innings and Pittsburgh -- despite being 25 games under .500 -- is 12 - 5 , with two losses in its last three .	0	0	1	0	
Second baseman DeWitt caught the ball about 10 feet behind the bag and threw to the plate for the out .	0	1	0	0	
In the 10th , Morgan gambled but failed to score from second on an unusual play in which Park threw to an uncovered second base on a one - out ball back to the mound and two runners on .	0	1	0	0	
Wade 's streak of facing 25 consecutive batters without allowing a hit ended earlier in the inning with pinch-hitter Doug Mientkiewicz 's single , but Mientkiewicz was thrown out trying to stretch the hit into a double .	0	0	1	0	
Pittsburgh tied it again when Nyjer Morgan singled with two out in the seventh , stole second and scored on fellow rookie Luis Cruz 's single against Cory Wade .	1	1	0	0	
All but one Dodgers run was scored by a runner who walked .	0	1	0	0	
Maholm , the Pirates ' most reliable starter , limited the Dodgers to three hits over seven innings but was hurt by wildness , walking six .	1	0	0	0	
Ramirez flew out to left with two outs and the bases loaded .	1	0	0	0	
The Dodgers , who took three of four in the series and are 23 - 7 in PNC Park , retook the lead against Paul Maholm in the seventh on three walks and Andre Ethier 's run-scoring infield single .	0	0	1	0	
Former Dodgers infielder Andy LaRoche 's RBI single tied it at 2 .	0	1	0	0	
Dodgers starter Clayton Kershaw was lifted after allowing one run and two hits over five innings , but former closer Takashi Saito could n't hold the lead in his second appearance since missing 53 games with an injured right elbow .	1	0	1	0	
The Dodgers , coming off an ugly 15 - 8 loss Wednesday night in which they got 18 hits but still lost by seven runs , took a 2 - 1 lead in the fourth on a walk , Matt Kemp 's two - out double -- he has six hits in two games -- and Blake DeWitt 's two - run single to center .	0	1	1	0	
Scott Proctor ( 2 - 0 ) won it with a scoreless 11th inning and Jonathan Broxton finished for his 14th save in 16 opportunities , stranding the potential tying run at third after Torre chose to intentionally walk Nate McLouth , who represented the winning run .	1	1	1	0	
Hansen recorded just one out and has walked 20 in 15 2 - 3 innings since being dealt by Boston to Pittsburgh .	1	0	1	0	
Loney , a left-handed batter , then drove a one - out single into left off T. J. Beam .	1	0	0	0	
Los Angeles had n't scored since the seventh until Hansen ( 1 - 4 ) -- the seventh of eight Pittsburgh pitchers -- walked Russell Martin , Manny Ramirez intentionally and Casey Blake .	1	1	0	0	
The Dodgers ' magic number for winning the division is seven , in any combination of Los Angeles wins and Arizona losses .	0	0	1	0	
They own a 3½-game lead over Arizona , which beat San Francisco 3 - 2 .	0	0	1	0	
The Dodgers left 12 on base despite getting only six hits and withstood two Pittsburgh comebacks for their 15th victory in 18 games .	1	0	1	0	
James Loney 's line-drive single scored the go-ahead run in the 12th inning after Pittsburgh reliever Craig Hansen walked the bases full , and the Dodgers inched closer to winning the NL West by holding off the Pirates 4 - 3 Thursday .	1	1	1	0	
For the division-leading Los Angeles Dodgers , their 11 walks were barely good enough for a much-needed win on a day their bats did n't do much .	0	1	1	0	
PITTSBURGH -- Hitters hear it from the day they graduate from T-Ball : a walk is as good as a hit .	0	1	0	0	
The left-hander was coming off the shortest outing of his career , allowing six runs in 2/3 of an inning in a 12 - 6 loss to Minnesota last Sunday .	0	0	1	0	
Olson lost for the third time in four starts , giving up three runs and four hits in 5 2/3 innings .	1	0	1	0	
Toronto had a chance for an insurance run in the seventh , when Marco Scutaro doubled and Rios drew a two - out walk , but Vernon Wells flied out .	0	1	0	0	
Zaun followed with a double into the right field corner but was thrown out trying to stretch the hit into a triple , with Cintron relaying Nick Markakis ' throw to Aubrey Huff at third .	1	1	0	0	
Right-hander Jim Miller came on to face Zaun and threw his first pitch to the backstop for a wild pitch , advancing both runners .	0	1	0	0	
Adam Lind reached on a fielder 's choice and Lyle Overbay hit a two - out single , chasing Olson .	1	0	0	0	
The Blue Jays reclaimed the lead in the sixth .	0	1	0	0	
Toronto put runners at second and third with one out in the bottom half , but came up empty when Bautista popped out and Alex Rios grounded out .	1	0	0	0	
Baltimore went ahead in the fifth when Litsch walked the bases load and Alex Cintron hit a two - run single .	1	1	0	0	
Bautista hit his third homer since joining Toronto in a trade from Pittsburgh last month , a solo shot to left in the first .	0	0	1	0	
Pinch-hitter Melvin Mora popped out and Brian Roberts ended it with a grounder to short .	1	0	0	0	
Ryan struck out Millar , but loaded the bases when Luke Scott singled , Oscar Salazar walked and Jay Payton reached on catcher 's interference .	1	0	0	0	
Brian Wolfe and Jesse Carlson worked 1 - 2 - 2 innings in the seventh and eighth , before B. J. Ryan survived a nervous ninth to earn his 31st save in 35 opportunities .	1	1	1	0	
Litsch is 4 - 1 with a 1.91 ERA in seven starts since being recalled from Triple-A on Aug. 14 .	1	0	1	0	
He walked four and struck out six .	1	0	0	0	
Right-hander Jesse Litsch ( 12 - 8 ) worked six innings to win for the third time in four starts , allowing two runs and four hits .	1	0	1	0	
